dataset,shift_strength,constraint,method,n_seeds,coverage_mean,coverage_ci_low,coverage_ci_high,mean_cost_valid_mean,mean_cost_valid_ci_low,mean_cost_valid_ci_high,mean_changed_valid_mean,mean_changed_valid_ci_low,mean_changed_valid_ci_high,sparse_share_leq3_mean,sparse_share_leq3_ci_low,sparse_share_leq3_ci_high,runtime_ms_per_query_mean,runtime_ms_per_query_ci_low,runtime_ms_per_query_ci_high
adult_income,0.0,free_l2,clbr,10,1.0,1.0,1.0,1.058663851112714,0.8331753835469726,1.2710596371181488,1.2165,1.1035,1.3245,1.0,1.0,1.0,0.050761500000589876,0.047965836247817605,0.0541020724932082
adult_income,0.0,free_l2,clbr_uncached,10,1.0,1.0,1.0,1.058663851112714,0.8331753835469726,1.2710596371181488,1.2165,1.1035,1.3245,1.0,1.0,1.0,0.05424620000212599,0.05156781126163423,0.057034418743160134
adult_income,0.0,free_l2,exact_leaf,10,1.0,1.0,1.0,0.6304008407371005,0.6020142862470207,0.6593013239620863,1.0145,1.004,1.027,1.0,1.0,1.0,0.17479850001427621,0.15538118625361222,0.19414334875649503
adult_income,0.0,free_l2,exact_leaf_cached,10,1.0,1.0,1.0,0.6304008407371005,0.6020142862470207,0.6593013239620863,1.0145,1.004,1.027,1.0,1.0,1.0,0.1043151499952728,0.09940875248153133,0.10908639750430212
adult_income,0.0,free_l2,leaf_centroid,10,1.0,1.0,1.0,3.0344337201224976,2.8605734771524,3.2204133751640334,5.232,5.116474999999999,5.3625,0.0,0.0,0.0,0.12347605000513795,0.11047315499555452,0.13530430126152168
adult_income,0.0,free_l2,metric_clbr,10,1.0,1.0,1.0,0.6304008407371005,0.6020142862470207,0.6593013239620863,1.0145,1.004,1.027,1.0,1.0,1.0,0.04916669999647638,0.047152598742763986,0.051124862503093026
adult_income,0.0,free_l2,metric_leaf_projection,10,1.0,1.0,1.0,0.6304008407371005,0.6020142862470207,0.6593013239620863,1.0145,1.004,1.027,1.0,1.0,1.0,0.049727050013189,0.04788721126047903,0.05144814751596414
adult_income,0.0,free_l2,native_exact_k_sparse,10,1.0,1.0,1.0,0.6304008407371005,0.6020142862470207,0.6593013239620863,1.0145,1.004,1.027,1.0,1.0,1.0,0.09911964998400435,0.09470887623284625,0.10350030873588593
adult_income,0.0,free_l2,nn_positive_train,10,1.0,1.0,1.0,2.5727276838836874,2.5005907845499995,2.647605771004583,4.1445,3.9015,4.3955,0.1595,0.098,0.2185,0.05510089999552292,0.052085722495019124,0.05803163000297218
adult_income,0.0,free_l2,raw_leaf_projection,10,1.0,1.0,1.0,1.058663851112714,0.8331753835469726,1.2710596371181488,1.2165,1.1035,1.3245,1.0,1.0,1.0,0.05220180000196706,0.04983972500695018,0.05464168623775549
adult_income,0.0,immutable_l2,clbr,10,0.752,0.627,0.8800000000000001,1.079110636083204,0.84094624059467,1.3001987636290377,1.005808695652174,1.0,1.0142260869565218,1.0,1.0,1.0,0.06629569999631713,0.05784304125354538,0.0742299425014835
adult_income,0.0,immutable_l2,clbr_uncached,10,0.752,0.627,0.8800000000000001,1.079110636083204,0.84094624059467,1.3001987636290377,1.005808695652174,1.0,1.0142260869565218,1.0,1.0,1.0,0.07185134999053844,0.06229417498376506,0.08113736624007971
adult_income,0.0,immutable_l2,exact_leaf,10,1.0,1.0,1.0,0.6473030279709867,0.6124047776904508,0.6862844133303166,1.0,1.0,1.0,1.0,1.0,1.0,0.17461994997802321,0.15935203872314788,0.1897432074757944
adult_income,0.0,immutable_l2,exact_leaf_cached,10,1.0,1.0,1.0,0.6473030279709867,0.6124047776904508,0.6862844133303166,1.0,1.0,1.0,1.0,1.0,1.0,0.10559389999343693,0.10084479999113682,0.10963070876324536
