protocol,metric,mean_effect,ci_low,ci_high,paired_effect_dz
free_l2,coverage_gain,0.0,0.0,0.0,0.0
free_l2,cost_saving,0.4165816017149277,0.24736845301633426,0.5688807573353317,1.0904883489812793
free_l2,changed_reduction,0.11898564422310702,0.010608006648186315,0.25917481006631976,0.39418837730616274
immutable_l2,coverage_gain,0.1818445973399607,0.08746822086275213,0.2874757303461102,0.7821140507931341
immutable_l2,cost_saving,0.31578340231255475,0.170407063403459,0.4562023654544561,0.8128234052496657
immutable_l2,changed_reduction,0.642147048175853,0.3078756929017758,1.0056286820603897,0.6490694882203747
immutable_top3_l1,coverage_gain,0.2323370249620007,0.14298947371719212,0.32325627851553496,1.0198069739708668
immutable_top3_l1,cost_saving,0.2702590094722868,0.0016071597433423832,0.5133673037000147,0.4536687567518492
immutable_top3_l1,changed_reduction,0.8322212970704678,0.42677149318356844,1.1507996967257148,1.3446310608803462
