dataset,seed,displacement,protocol,metric,method,n_queries,coverage,conditional_cost
wine_binary,73,1.0,immutable,scaled_l2,metric_projection,20,0.9,0.7562458766634755
wine_binary,73,1.0,immutable,scaled_l2,metric_repair,20,1.0,1.041090967952751
wine_binary,73,1.0,immutable,scaled_l2,fixed_support_exact,20,1.0,0.7486337726164418
wine_binary,73,1.0,immutable,scaled_l2,native_exact_sparse,20,1.0,0.7486337726164418
wine_binary,73,1.0,immutable_top3,weighted_l1,metric_projection,20,0.05,1.6183992124178848
wine_binary,73,1.0,immutable_top3,weighted_l1,metric_repair,20,0.05,1.6183992124178848
wine_binary,73,1.0,immutable_top3,weighted_l1,fixed_support_exact,20,0.05,1.6183992124178848
wine_binary,73,1.0,immutable_top3,weighted_l1,native_exact_sparse,20,1.0,0.7486337726164418
wine_binary,73,1.0,immutable_top3,scaled_l2,metric_projection,20,0.05,1.6183992124178848
wine_binary,73,1.0,immutable_top3,scaled_l2,metric_repair,20,0.05,1.6183992124178848
wine_binary,73,1.0,immutable_top3,scaled_l2,fixed_support_exact,20,0.05,1.6183992124178848
wine_binary,73,1.0,immutable_top3,scaled_l2,native_exact_sparse,20,1.0,0.7486337726164418
wine_binary,89,0.0,free,weighted_l1,metric_projection,20,1.0,0.57023933286931
wine_binary,89,0.0,free,weighted_l1,metric_repair,20,1.0,0.57023933286931
wine_binary,89,0.0,free,weighted_l1,fixed_support_exact,20,1.0,0.57023933286931
wine_binary,89,0.0,free,weighted_l1,native_exact_sparse,20,1.0,0.57023933286931
wine_binary,89,0.0,free,scaled_l2,metric_projection,20,1.0,0.57023933286931
wine_binary,89,0.0,free,scaled_l2,metric_repair,20,1.0,0.57023933286931
wine_binary,89,0.0,free,scaled_l2,fixed_support_exact,20,1.0,0.57023933286931
wine_binary,89,0.0,free,scaled_l2,native_exact_sparse,20,1.0,0.57023933286931
wine_binary,89,0.0,immutable,weighted_l1,metric_projection,20,0.85,0.5708561004721667
wine_binary,89,0.0,immutable,weighted_l1,metric_repair,20,1.0,1.3915451438445343
wine_binary,89,0.0,immutable,weighted_l1,fixed_support_exact,20,1.0,0.6599096717890561
wine_binary,89,0.0,immutable,weighted_l1,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,0.0,immutable,scaled_l2,metric_projection,20,0.85,0.5708561004721667
wine_binary,89,0.0,immutable,scaled_l2,metric_repair,20,1.0,0.8079022280316923
wine_binary,89,0.0,immutable,scaled_l2,fixed_support_exact,20,1.0,0.6599096717890561
wine_binary,89,0.0,immutable,scaled_l2,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,0.0,immutable_top3,weighted_l1,metric_projection,20,0.1,0.5545459855343753
wine_binary,89,0.0,immutable_top3,weighted_l1,metric_repair,20,0.15,1.203988967486696
wine_binary,89,0.0,immutable_top3,weighted_l1,fixed_support_exact,20,0.15,0.9004770769852716
wine_binary,89,0.0,immutable_top3,weighted_l1,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,0.0,immutable_top3,scaled_l2,metric_projection,20,0.1,0.5545459855343753
wine_binary,89,0.0,immutable_top3,scaled_l2,metric_repair,20,0.15,0.9712808957327882
wine_binary,89,0.0,immutable_top3,scaled_l2,fixed_support_exact,20,0.15,0.9004770769852716
wine_binary,89,0.0,immutable_top3,scaled_l2,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,1.0,free,weighted_l1,metric_projection,20,1.0,0.57023933286931
wine_binary,89,1.0,free,weighted_l1,metric_repair,20,1.0,0.57023933286931
wine_binary,89,1.0,free,weighted_l1,fixed_support_exact,20,1.0,0.57023933286931
wine_binary,89,1.0,free,weighted_l1,native_exact_sparse,20,1.0,0.57023933286931
wine_binary,89,1.0,free,scaled_l2,metric_projection,20,1.0,0.57023933286931
wine_binary,89,1.0,free,scaled_l2,metric_repair,20,1.0,0.57023933286931
wine_binary,89,1.0,free,scaled_l2,fixed_support_exact,20,1.0,0.57023933286931
wine_binary,89,1.0,free,scaled_l2,native_exact_sparse,20,1.0,0.57023933286931
wine_binary,89,1.0,immutable,weighted_l1,metric_projection,20,0.85,0.5708561004721667
wine_binary,89,1.0,immutable,weighted_l1,metric_repair,20,1.0,1.5728204228973157
wine_binary,89,1.0,immutable,weighted_l1,fixed_support_exact,20,1.0,0.6599096717890561
wine_binary,89,1.0,immutable,weighted_l1,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,1.0,immutable,scaled_l2,metric_projection,20,0.85,0.5708561004721667
wine_binary,89,1.0,immutable,scaled_l2,metric_repair,20,1.0,0.8477755414094752
wine_binary,89,1.0,immutable,scaled_l2,fixed_support_exact,20,1.0,0.6599096717890561
wine_binary,89,1.0,immutable,scaled_l2,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,1.0,immutable_top3,weighted_l1,metric_projection,20,0.05,0.198052124199618
wine_binary,89,1.0,immutable_top3,weighted_l1,metric_repair,20,0.1,1.3504635277954777
wine_binary,89,1.0,immutable_top3,weighted_l1,fixed_support_exact,20,0.1,0.895195692043341
wine_binary,89,1.0,immutable_top3,weighted_l1,native_exact_sparse,20,1.0,0.6599096717890561
wine_binary,89,1.0,immutable_top3,scaled_l2,metric_projection,20,0.05,0.198052124199618
wine_binary,89,1.0,immutable_top3,scaled_l2,metric_repair,20,0.1,1.001401420164616
wine_binary,89,1.0,immutable_top3,scaled_l2,fixed_support_exact,20,0.1,0.895195692043341
wine_binary,89,1.0,immutable_top3,scaled_l2,native_exact_sparse,20,1.0,0.6599096717890561
credit_default,7,0.0,free,weighted_l1,metric_projection,200,1.0,0.30035834311422666
credit_default,7,0.0,free,weighted_l1,metric_repair,200,1.0,0.30035834311422666
credit_default,7,0.0,free,weighted_l1,fixed_support_exact,200,1.0,0.30035834311422666
credit_default,7,0.0,free,weighted_l1,native_exact_sparse,200,1.0,0.30035834311422666
credit_default,7,0.0,free,scaled_l2,metric_projection,200,1.0,0.27868201863056724
credit_default,7,0.0,free,scaled_l2,metric_repair,200,1.0,0.27868201863056724
credit_default,7,0.0,free,scaled_l2,fixed_support_exact,200,1.0,0.27868201863056724
credit_default,7,0.0,free,scaled_l2,native_exact_sparse,200,1.0,0.27868201863056724
credit_default,7,0.0,immutable,weighted_l1,metric_projection,200,0.97,0.3006190507594738
credit_default,7,0.0,immutable,weighted_l1,metric_repair,200,1.0,0.4248088667620083
credit_default,7,0.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.30503268798201966
credit_default,7,0.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.30503268798201966
credit_default,7,0.0,immutable,scaled_l2,metric_projection,200,0.97,0.27827232448766
credit_default,7,0.0,immutable,scaled_l2,metric_repair,200,1.0,0.3216729544367844
credit_default,7,0.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.2821162219700197
credit_default,7,0.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.2821162219700197
credit_default,7,0.0,immutable_top3,weighted_l1,metric_projection,200,0.09,0.21585329024953057
credit_default,7,0.0,immutable_top3,weighted_l1,metric_repair,200,0.095,0.22847984117741596
credit_default,7,0.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.24,1.1038115143370186
credit_default,7,0.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.30503268798201966
credit_default,7,0.0,immutable_top3,scaled_l2,metric_projection,200,0.08,0.19424834491617682
credit_default,7,0.0,immutable_top3,scaled_l2,metric_repair,200,0.085,0.2096312515610695
credit_default,7,0.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.24,0.8803005551595985
credit_default,7,0.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.2821162219700197
credit_default,7,1.0,free,weighted_l1,metric_projection,200,1.0,0.31622658689002514
credit_default,7,1.0,free,weighted_l1,metric_repair,200,1.0,0.31622658689002514
credit_default,7,1.0,free,weighted_l1,fixed_support_exact,200,1.0,0.31622658689002514
credit_default,7,1.0,free,weighted_l1,native_exact_sparse,200,1.0,0.31622658689002514
credit_default,7,1.0,free,scaled_l2,metric_projection,200,1.0,0.2923145893589071
credit_default,7,1.0,free,scaled_l2,metric_repair,200,1.0,0.2923145893589071
credit_default,7,1.0,free,scaled_l2,fixed_support_exact,200,1.0,0.2923145893589071
credit_default,7,1.0,free,scaled_l2,native_exact_sparse,200,1.0,0.2923145893589071
credit_default,7,1.0,immutable,weighted_l1,metric_projection,200,0.97,0.31810665405273647
credit_default,7,1.0,immutable,weighted_l1,metric_repair,200,1.0,0.40738456160817793
credit_default,7,1.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.32135453512180456
credit_default,7,1.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.32135453512180456
credit_default,7,1.0,immutable,scaled_l2,metric_projection,200,0.97,0.29345511020622295
credit_default,7,1.0,immutable,scaled_l2,metric_repair,200,1.0,0.3270524681535349
credit_default,7,1.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.29620239606234583
credit_default,7,1.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.29620239606234583
credit_default,7,1.0,immutable_top3,weighted_l1,metric_projection,200,0.105,0.19509142228919385
credit_default,7,1.0,immutable_top3,weighted_l1,metric_repair,200,0.105,0.19509142228919385
credit_default,7,1.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.175,0.5279275466961227
credit_default,7,1.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.32135453512180456
credit_default,7,1.0,immutable_top3,scaled_l2,metric_projection,200,0.105,0.1889626735065686
credit_default,7,1.0,immutable_top3,scaled_l2,metric_repair,200,0.105,0.1889626735065686
credit_default,7,1.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.175,0.4650064220344458
credit_default,7,1.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.29620239606234583
credit_default,13,0.0,free,weighted_l1,metric_projection,200,1.0,0.26448066159156197
credit_default,13,0.0,free,weighted_l1,metric_repair,200,1.0,0.26448066159156197
credit_default,13,0.0,free,weighted_l1,fixed_support_exact,200,1.0,0.26448066159156197
credit_default,13,0.0,free,weighted_l1,native_exact_sparse,200,1.0,0.26448066159156197
credit_default,13,0.0,free,scaled_l2,metric_projection,200,1.0,0.2559242838134148
credit_default,13,0.0,free,scaled_l2,metric_repair,200,1.0,0.2559242838134148
credit_default,13,0.0,free,scaled_l2,fixed_support_exact,200,1.0,0.2559242838134148
credit_default,13,0.0,free,scaled_l2,native_exact_sparse,200,1.0,0.2559242838134148
credit_default,13,0.0,immutable,weighted_l1,metric_projection,200,1.0,0.26448066159156197
credit_default,13,0.0,immutable,weighted_l1,metric_repair,200,1.0,0.26448066159156197
credit_default,13,0.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.26448066159156197
credit_default,13,0.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.26448066159156197
credit_default,13,0.0,immutable,scaled_l2,metric_projection,200,1.0,0.2559242838134148
credit_default,13,0.0,immutable,scaled_l2,metric_repair,200,1.0,0.2559242838134148
credit_default,13,0.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.2559242838134148
credit_default,13,0.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.2559242838134148
credit_default,13,0.0,immutable_top3,weighted_l1,metric_projection,200,0.215,0.18944627596778169
credit_default,13,0.0,immutable_top3,weighted_l1,metric_repair,200,0.22,0.20544253110578295
credit_default,13,0.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.455,0.5172688806159486
credit_default,13,0.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.26448066159156197
credit_default,13,0.0,immutable_top3,scaled_l2,metric_projection,200,0.215,0.18944627596778169
credit_default,13,0.0,immutable_top3,scaled_l2,metric_repair,200,0.22,0.19946934338107225
credit_default,13,0.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.455,0.514422393912326
credit_default,13,0.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.2559242838134148
credit_default,13,1.0,free,weighted_l1,metric_projection,200,1.0,0.2550180638231742
credit_default,13,1.0,free,weighted_l1,metric_repair,200,1.0,0.2550180638231742
credit_default,13,1.0,free,weighted_l1,fixed_support_exact,200,1.0,0.2550180638231742
credit_default,13,1.0,free,weighted_l1,native_exact_sparse,200,1.0,0.2550180638231742
credit_default,13,1.0,free,scaled_l2,metric_projection,200,1.0,0.24759916338903729
credit_default,13,1.0,free,scaled_l2,metric_repair,200,1.0,0.24759916338903729
credit_default,13,1.0,free,scaled_l2,fixed_support_exact,200,1.0,0.24759916338903729
credit_default,13,1.0,free,scaled_l2,native_exact_sparse,200,1.0,0.24759916338903729
credit_default,13,1.0,immutable,weighted_l1,metric_projection,200,1.0,0.2550180638231742
credit_default,13,1.0,immutable,weighted_l1,metric_repair,200,1.0,0.2550180638231742
credit_default,13,1.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.2550180638231742
credit_default,13,1.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.2550180638231742
credit_default,13,1.0,immutable,scaled_l2,metric_projection,200,1.0,0.24759916338903729
credit_default,13,1.0,immutable,scaled_l2,metric_repair,200,1.0,0.24759916338903729
credit_default,13,1.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.24759916338903729
credit_default,13,1.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.24759916338903729
credit_default,13,1.0,immutable_top3,weighted_l1,metric_projection,200,0.22,0.18424813802709503
credit_default,13,1.0,immutable_top3,weighted_l1,metric_repair,200,0.225,0.18476998029766295
credit_default,13,1.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.46,0.5702900941354428
credit_default,13,1.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.2550180638231742
credit_default,13,1.0,immutable_top3,scaled_l2,metric_projection,200,0.22,0.18424813802709503
credit_default,13,1.0,immutable_top3,scaled_l2,metric_repair,200,0.225,0.18306018224922005
credit_default,13,1.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.46,0.5700511237218752
credit_default,13,1.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.24759916338903729
credit_default,19,0.0,free,weighted_l1,metric_projection,200,1.0,0.13195198890787962
credit_default,19,0.0,free,weighted_l1,metric_repair,200,1.0,0.13195198890787962
credit_default,19,0.0,free,weighted_l1,fixed_support_exact,200,1.0,0.13195198890787962
credit_default,19,0.0,free,weighted_l1,native_exact_sparse,200,1.0,0.13195198890787962
credit_default,19,0.0,free,scaled_l2,metric_projection,200,1.0,0.12113026869130056
credit_default,19,0.0,free,scaled_l2,metric_repair,200,1.0,0.12113026869130056
credit_default,19,0.0,free,scaled_l2,fixed_support_exact,200,1.0,0.12113026869130056
credit_default,19,0.0,free,scaled_l2,native_exact_sparse,200,1.0,0.12113026869130056
credit_default,19,0.0,immutable,weighted_l1,metric_projection,200,1.0,0.13195198890787962
credit_default,19,0.0,immutable,weighted_l1,metric_repair,200,1.0,0.13195198890787962
credit_default,19,0.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.13195198890787962
credit_default,19,0.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.13195198890787962
credit_default,19,0.0,immutable,scaled_l2,metric_projection,200,1.0,0.12113026869130056
credit_default,19,0.0,immutable,scaled_l2,metric_repair,200,1.0,0.12113026869130056
credit_default,19,0.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.12113026869130056
credit_default,19,0.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.12113026869130056
credit_default,19,0.0,immutable_top3,weighted_l1,metric_projection,200,0.195,0.06856860136046576
credit_default,19,0.0,immutable_top3,weighted_l1,metric_repair,200,0.2,0.07076967972347678
credit_default,19,0.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.49,0.5538405495875811
credit_default,19,0.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.13195198890787962
credit_default,19,0.0,immutable_top3,scaled_l2,metric_projection,200,0.195,0.06856860136046576
credit_default,19,0.0,immutable_top3,scaled_l2,metric_repair,200,0.2,0.06937378041978089
credit_default,19,0.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.49,0.5538405495875811
credit_default,19,0.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.12113026869130056
credit_default,19,1.0,free,weighted_l1,metric_projection,200,1.0,0.13980597328601596
credit_default,19,1.0,free,weighted_l1,metric_repair,200,1.0,0.13980597328601596
credit_default,19,1.0,free,weighted_l1,fixed_support_exact,200,1.0,0.13980597328601596
credit_default,19,1.0,free,weighted_l1,native_exact_sparse,200,1.0,0.13980597328601596
credit_default,19,1.0,free,scaled_l2,metric_projection,200,1.0,0.12896872488936803
credit_default,19,1.0,free,scaled_l2,metric_repair,200,1.0,0.12896872488936803
credit_default,19,1.0,free,scaled_l2,fixed_support_exact,200,1.0,0.12896872488936803
credit_default,19,1.0,free,scaled_l2,native_exact_sparse,200,1.0,0.12896872488936803
credit_default,19,1.0,immutable,weighted_l1,metric_projection,200,1.0,0.13980597328601596
credit_default,19,1.0,immutable,weighted_l1,metric_repair,200,1.0,0.13980597328601596
credit_default,19,1.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.13980597328601596
credit_default,19,1.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.13980597328601596
credit_default,19,1.0,immutable,scaled_l2,metric_projection,200,0.995,0.12485830940260956
credit_default,19,1.0,immutable,scaled_l2,metric_repair,200,1.0,0.13638957184343145
credit_default,19,1.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.13090304770709477
credit_default,19,1.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.13090304770709477
credit_default,19,1.0,immutable_top3,weighted_l1,metric_projection,200,0.14,0.08598329893286948
credit_default,19,1.0,immutable_top3,weighted_l1,metric_repair,200,0.16,0.1098575723986337
credit_default,19,1.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.45,0.6552916960372205
credit_default,19,1.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.13980597328601596
credit_default,19,1.0,immutable_top3,scaled_l2,metric_projection,200,0.14,0.08598329893286948
credit_default,19,1.0,immutable_top3,scaled_l2,metric_repair,200,0.16,0.09866593480575808
credit_default,19,1.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.45,0.6552916960372205
credit_default,19,1.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.13090304770709477
credit_default,29,0.0,free,weighted_l1,metric_projection,200,1.0,0.4255600041787517
credit_default,29,0.0,free,weighted_l1,metric_repair,200,1.0,0.4255600041787517
credit_default,29,0.0,free,weighted_l1,fixed_support_exact,200,1.0,0.4255600041787517
credit_default,29,0.0,free,weighted_l1,native_exact_sparse,200,1.0,0.4255600041787517
credit_default,29,0.0,free,scaled_l2,metric_projection,200,1.0,0.42101699598550424
credit_default,29,0.0,free,scaled_l2,metric_repair,200,1.0,0.42101699598550424
credit_default,29,0.0,free,scaled_l2,fixed_support_exact,200,1.0,0.42101699598550424
credit_default,29,0.0,free,scaled_l2,native_exact_sparse,200,1.0,0.42101699598550424
credit_default,29,0.0,immutable,weighted_l1,metric_projection,200,0.88,0.4263006236269879
credit_default,29,0.0,immutable,weighted_l1,metric_repair,200,1.0,0.7505232070145553
credit_default,29,0.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.48821954189456385
credit_default,29,0.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.48821954189456385
credit_default,29,0.0,immutable,scaled_l2,metric_projection,200,0.875,0.41952317291239444
credit_default,29,0.0,immutable,scaled_l2,metric_repair,200,1.0,0.5702572491430696
credit_default,29,0.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.47110984154508984
credit_default,29,0.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.47110984154508984
credit_default,29,0.0,immutable_top3,weighted_l1,metric_projection,200,0.06,0.6028481050746827
credit_default,29,0.0,immutable_top3,weighted_l1,metric_repair,200,0.095,0.7380985290634542
credit_default,29,0.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.135,0.6905004426188467
credit_default,29,0.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.48821954189456385
credit_default,29,0.0,immutable_top3,scaled_l2,metric_projection,200,0.06,0.6028481050746827
credit_default,29,0.0,immutable_top3,scaled_l2,metric_repair,200,0.095,0.6592048381215752
credit_default,29,0.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.135,0.6457273153162647
credit_default,29,0.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.47110984154508984
credit_default,29,1.0,free,weighted_l1,metric_projection,200,1.0,0.44331882819530477
credit_default,29,1.0,free,weighted_l1,metric_repair,200,1.0,0.44331882819530477
credit_default,29,1.0,free,weighted_l1,fixed_support_exact,200,1.0,0.44331882819530477
credit_default,29,1.0,free,weighted_l1,native_exact_sparse,200,1.0,0.44331882819530477
credit_default,29,1.0,free,scaled_l2,metric_projection,200,1.0,0.43848300033283705
credit_default,29,1.0,free,scaled_l2,metric_repair,200,1.0,0.43848300033283705
credit_default,29,1.0,free,scaled_l2,fixed_support_exact,200,1.0,0.43848300033283705
credit_default,29,1.0,free,scaled_l2,native_exact_sparse,200,1.0,0.43848300033283705
credit_default,29,1.0,immutable,weighted_l1,metric_projection,200,0.915,0.443867625395457
credit_default,29,1.0,immutable,weighted_l1,metric_repair,200,1.0,0.7077175910787187
credit_default,29,1.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.4814742056426565
credit_default,29,1.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.4814742056426565
credit_default,29,1.0,immutable,scaled_l2,metric_projection,200,0.905,0.43375366419007094
credit_default,29,1.0,immutable,scaled_l2,metric_repair,200,1.0,0.567071697141807
credit_default,29,1.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.47000368901053874
credit_default,29,1.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.47000368901053874
credit_default,29,1.0,immutable_top3,weighted_l1,metric_projection,200,0.05,0.3804079220349995
credit_default,29,1.0,immutable_top3,weighted_l1,metric_repair,200,0.09,0.5109347872221188
credit_default,29,1.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.1,0.5401427838978275
credit_default,29,1.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.4814742056426565
credit_default,29,1.0,immutable_top3,scaled_l2,metric_projection,200,0.05,0.3804079220349995
credit_default,29,1.0,immutable_top3,scaled_l2,metric_repair,200,0.09,0.5063391372825852
credit_default,29,1.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.1,0.5401427838978275
credit_default,29,1.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.47000368901053874
credit_default,37,0.0,free,weighted_l1,metric_projection,200,1.0,0.33883159058659523
credit_default,37,0.0,free,weighted_l1,metric_repair,200,1.0,0.33883159058659523
credit_default,37,0.0,free,weighted_l1,fixed_support_exact,200,1.0,0.33883159058659523
credit_default,37,0.0,free,weighted_l1,native_exact_sparse,200,1.0,0.33883159058659523
credit_default,37,0.0,free,scaled_l2,metric_projection,200,1.0,0.3210935460396553
credit_default,37,0.0,free,scaled_l2,metric_repair,200,1.0,0.3210935460396553
credit_default,37,0.0,free,scaled_l2,fixed_support_exact,200,1.0,0.3210935460396553
credit_default,37,0.0,free,scaled_l2,native_exact_sparse,200,1.0,0.3210935460396553
credit_default,37,0.0,immutable,weighted_l1,metric_projection,200,0.99,0.34143788700834554
credit_default,37,0.0,immutable,weighted_l1,metric_repair,200,1.0,0.35013081273022906
credit_default,37,0.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.3393700204903057
credit_default,37,0.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.3393700204903057
credit_default,37,0.0,immutable,scaled_l2,metric_projection,200,0.99,0.3236952559429921
credit_default,37,0.0,immutable,scaled_l2,metric_repair,200,1.0,0.32686709630914135
credit_default,37,0.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.3218048157356058
credit_default,37,0.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.3218048157356058
credit_default,37,0.0,immutable_top3,weighted_l1,metric_projection,200,0.095,0.14697206524131276
credit_default,37,0.0,immutable_top3,weighted_l1,metric_repair,200,0.105,0.2100319702235642
credit_default,37,0.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.175,0.2579438770466848
credit_default,37,0.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.3393700204903057
credit_default,37,0.0,immutable_top3,scaled_l2,metric_projection,200,0.095,0.14697206524131276
credit_default,37,0.0,immutable_top3,scaled_l2,metric_repair,200,0.105,0.1831712882109237
credit_default,37,0.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.175,0.24893204434763913
credit_default,37,0.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.3218048157356058
credit_default,37,1.0,free,weighted_l1,metric_projection,200,1.0,0.35605395374051463
credit_default,37,1.0,free,weighted_l1,metric_repair,200,1.0,0.35605395374051463
credit_default,37,1.0,free,weighted_l1,fixed_support_exact,200,1.0,0.35605395374051463
credit_default,37,1.0,free,weighted_l1,native_exact_sparse,200,1.0,0.35605395374051463
credit_default,37,1.0,free,scaled_l2,metric_projection,200,1.0,0.33843124493279236
credit_default,37,1.0,free,scaled_l2,metric_repair,200,1.0,0.33843124493279236
credit_default,37,1.0,free,scaled_l2,fixed_support_exact,200,1.0,0.33843124493279236
credit_default,37,1.0,free,scaled_l2,native_exact_sparse,200,1.0,0.33843124493279236
credit_default,37,1.0,immutable,weighted_l1,metric_projection,200,0.995,0.3575444388555923
credit_default,37,1.0,immutable,weighted_l1,metric_repair,200,0.995,0.3575444388555923
credit_default,37,1.0,immutable,weighted_l1,fixed_support_exact,200,1.0,0.35653677698230263
credit_default,37,1.0,immutable,weighted_l1,native_exact_sparse,200,1.0,0.35653677698230263
credit_default,37,1.0,immutable,scaled_l2,metric_projection,200,0.995,0.3398572793752758
credit_default,37,1.0,immutable,scaled_l2,metric_repair,200,0.995,0.3398572793752758
credit_default,37,1.0,immutable,scaled_l2,fixed_support_exact,200,1.0,0.33893805329938764
credit_default,37,1.0,immutable,scaled_l2,native_exact_sparse,200,1.0,0.33893805329938764
credit_default,37,1.0,immutable_top3,weighted_l1,metric_projection,200,0.095,0.1367847949451636
credit_default,37,1.0,immutable_top3,weighted_l1,metric_repair,200,0.11,0.2817260677296553
credit_default,37,1.0,immutable_top3,weighted_l1,fixed_support_exact,200,0.185,0.35768639692914145
credit_default,37,1.0,immutable_top3,weighted_l1,native_exact_sparse,200,1.0,0.35653677698230263
credit_default,37,1.0,immutable_top3,scaled_l2,metric_projection,200,0.095,0.11800498267469943
credit_default,37,1.0,immutable_top3,scaled_l2,metric_repair,200,0.11,0.23957211832654413
credit_default,37,1.0,immutable_top3,scaled_l2,fixed_support_exact,200,0.185,0.3329388290151316
credit_default,37,1.0,immutable_top3,scaled_l2,native_exact_sparse,200,1.0,0.33893805329938764
credit_default,41,0.0,free,weighted_l1,metric_projection,200,1.0,0.19085346175915174
credit_default,41,0.0,free,weighted_l1,metric_repair,200,1.0,0.19085346175915174
credit_default,41,0.0,free,weighted_l1,fixed_support_exact,200,1.0,0.19085346175915174
credit_default,41,0.0,free,weighted_l1,native_exact_sparse,200,1.0,0.19085346175915174
credit_default,41,0.0,free,scaled_l2,metric_projection,200,1.0,0.18816770834368626
credit_default,41,0.0,free,scaled_l2,metric_repair,200,1.0,0.18816770834368626
credit_default,41,0.0,free,scaled_l2,fixed_support_exact,200,1.0,0.18816770834368626
credit_default,41,0.0,free,scaled_l2,native_exact_sparse,200,1.0,0.18816770834368626
credit_default,41,0.0,immutable,weighted_l1,metric_projection,200,1.0,0.19085346175915174
credit_default,41,0.0,immutable,weighted_l1,metric_repair,200,1.0,0.19085346175915174
