dataset,seed,support_rule,draw,n_queries,coverage,mean_cost_valid,mean_changed_valid,sparse_share_leq3
german_credit,89,feature_importance,0,71,1.0,0.3774196862449467,1.056338028169014,1.0
bank_marketing,7,nearest_positive,0,200,1.0,0.7140482900712399,1.2,1.0
bank_marketing,7,random,0,200,0.865,0.6654710708193159,1.3410404624277457,1.0
bank_marketing,7,random,1,200,0.83,0.6235531439815687,1.2951807228915662,1.0
bank_marketing,7,random,2,200,0.9,0.7210725506115797,1.2944444444444445,1.0
bank_marketing,7,random,3,200,0.84,0.6570019528425691,1.2797619047619047,1.0
bank_marketing,7,random,4,200,0.835,0.6743116583160048,1.2694610778443114,1.0
bank_marketing,7,feature_importance,0,200,1.0,0.6191701380875139,1.51,1.0
bank_marketing,13,nearest_positive,0,200,1.0,1.8636618692366855,1.225,1.0
bank_marketing,13,random,0,200,0.85,1.08893285930644,1.4294117647058824,1.0
bank_marketing,13,random,1,200,0.78,1.1538579179555457,1.3846153846153846,1.0
bank_marketing,13,random,2,200,0.82,1.0527744343196164,1.396341463414634,1.0
bank_marketing,13,random,3,200,0.815,1.0311543724343903,1.4478527607361964,1.0
bank_marketing,13,random,4,200,0.85,1.1033971824550266,1.4411764705882353,1.0
bank_marketing,13,feature_importance,0,200,1.0,0.570067504161274,1.62,1.0
bank_marketing,19,nearest_positive,0,200,1.0,1.790504126390109,1.12,1.0
bank_marketing,19,random,0,200,1.0,1.4904562736266695,1.185,1.0
bank_marketing,19,random,1,200,1.0,1.6088256501486768,1.205,1.0
bank_marketing,19,random,2,200,1.0,1.6603095432386532,1.195,1.0
bank_marketing,19,random,3,200,1.0,1.5584322846342196,1.195,1.0
bank_marketing,19,random,4,200,1.0,1.5383441578636168,1.195,1.0
bank_marketing,19,feature_importance,0,200,1.0,0.9970616349114968,1.375,1.0
bank_marketing,29,nearest_positive,0,200,1.0,0.5775989162017261,1.545,1.0
bank_marketing,29,random,0,200,0.8,0.7703279720668442,1.325,1.0
bank_marketing,29,random,1,200,0.865,0.8199138119891841,1.369942196531792,1.0
bank_marketing,29,random,2,200,0.83,0.8193716914170972,1.3433734939759037,1.0
bank_marketing,29,random,3,200,0.885,0.7456157835995569,1.3898305084745763,1.0
bank_marketing,29,random,4,200,0.82,0.7461609603332373,1.3597560975609757,1.0
bank_marketing,29,feature_importance,0,200,1.0,0.5405738690567652,1.53,1.0
bank_marketing,37,nearest_positive,0,200,1.0,1.6236543067189666,1.19,1.0
bank_marketing,37,random,0,200,0.835,1.9236298762549922,1.1077844311377245,1.0
bank_marketing,37,random,1,200,0.905,1.946765362331831,1.1104972375690607,1.0
bank_marketing,37,random,2,200,0.875,1.9776266691107964,1.1028571428571428,1.0
bank_marketing,37,random,3,200,0.895,1.9254446414689452,1.100558659217877,1.0
bank_marketing,37,random,4,200,0.885,1.918683617302555,1.112994350282486,1.0
bank_marketing,37,feature_importance,0,200,1.0,1.6236543067189666,1.19,1.0
bank_marketing,41,nearest_positive,0,200,1.0,1.1989760300427534,1.065,1.0
bank_marketing,41,random,0,200,0.85,1.5182582900558543,1.0470588235294118,1.0
bank_marketing,41,random,1,200,0.8,1.3982571464104834,1.05,1.0
bank_marketing,41,random,2,200,0.8,1.4530626296533284,1.03125,1.0
bank_marketing,41,random,3,200,0.79,1.5343636458817869,1.0379746835443038,1.0
bank_marketing,41,random,4,200,0.845,1.3092180629636612,1.0414201183431953,1.0
bank_marketing,41,feature_importance,0,200,1.0,1.1989760300427534,1.065,1.0
bank_marketing,53,nearest_positive,0,200,1.0,1.6696015281728769,1.565,1.0
bank_marketing,53,random,0,200,0.9,1.1846989298876722,1.461111111111111,1.0
bank_marketing,53,random,1,200,0.895,1.1340105931920423,1.4078212290502794,1.0
bank_marketing,53,random,2,200,0.945,1.1696576441224757,1.4656084656084656,1.0
bank_marketing,53,random,3,200,0.905,1.216246616799214,1.4751381215469612,1.0
bank_marketing,53,random,4,200,0.94,1.3060075728395186,1.4893617021276595,1.0
bank_marketing,53,feature_importance,0,200,1.0,0.6239296950462773,1.41,1.0
bank_marketing,61,nearest_positive,0,200,1.0,0.7230517131050567,1.5,1.0
bank_marketing,61,random,0,200,0.865,1.0065891022421616,1.393063583815029,1.0
bank_marketing,61,random,1,200,0.905,0.9678764270628771,1.4530386740331491,1.0
bank_marketing,61,random,2,200,0.895,0.9991639445816405,1.452513966480447,1.0
bank_marketing,61,random,3,200,0.845,1.0139031322041057,1.4082840236686391,1.0
bank_marketing,61,random,4,200,0.86,0.9825478505301741,1.436046511627907,1.0
bank_marketing,61,feature_importance,0,200,1.0,0.5656985263916459,1.49,1.0
bank_marketing,73,nearest_positive,0,200,1.0,1.0153786238215483,1.68,1.0
bank_marketing,73,random,0,200,0.925,0.7180939725463458,1.5243243243243243,1.0
bank_marketing,73,random,1,200,0.895,0.7186716855478275,1.547486033519553,1.0
bank_marketing,73,random,2,200,0.895,0.8135082183705598,1.5810055865921788,1.0
bank_marketing,73,random,3,200,0.85,0.6519392492512961,1.4764705882352942,1.0
bank_marketing,73,random,4,200,0.865,0.7225885084117457,1.5028901734104045,1.0
bank_marketing,73,feature_importance,0,200,1.0,0.4042968213533,1.51,1.0
bank_marketing,89,nearest_positive,0,200,1.0,1.0091395732613,1.29,1.0
bank_marketing,89,random,0,200,0.93,0.8847949383817796,1.2741935483870968,1.0
bank_marketing,89,random,1,200,0.91,0.8611430824136715,1.2417582417582418,1.0
bank_marketing,89,random,2,200,0.895,0.7964937086358449,1.2625698324022345,1.0
bank_marketing,89,random,3,200,0.905,0.9219838902690078,1.2099447513812154,1.0
bank_marketing,89,random,4,200,0.9,0.8261712988754555,1.2555555555555555,1.0
bank_marketing,89,feature_importance,0,200,1.0,0.49210501617069297,1.445,1.0
compas,7,nearest_positive,0,200,1.0,1.3024129069210033,1.0,1.0
compas,7,random,0,200,1.0,1.3024129069210033,1.0,1.0
compas,7,random,1,200,1.0,1.3024129069210033,1.0,1.0
compas,7,random,2,200,1.0,1.3024129069210033,1.0,1.0
compas,7,random,3,200,1.0,1.3024129069210033,1.0,1.0
compas,7,random,4,200,1.0,1.3024129069210033,1.0,1.0
compas,7,feature_importance,0,200,1.0,1.3024129069210033,1.0,1.0
compas,13,nearest_positive,0,200,1.0,0.7015477985133006,1.015,1.0
compas,13,random,0,200,1.0,0.7015477985133006,1.015,1.0
compas,13,random,1,200,1.0,0.7015477985133006,1.015,1.0
compas,13,random,2,200,1.0,0.7015477985133006,1.015,1.0
compas,13,random,3,200,1.0,0.7015477985133006,1.015,1.0
compas,13,random,4,200,1.0,0.7015477985133006,1.015,1.0
compas,13,feature_importance,0,200,1.0,0.7015477985133006,1.015,1.0
compas,19,nearest_positive,0,200,1.0,1.2179443538723052,1.01,1.0
compas,19,random,0,200,1.0,1.2179443538723052,1.01,1.0
compas,19,random,1,200,1.0,1.2179443538723052,1.01,1.0
compas,19,random,2,200,1.0,1.2179443538723052,1.01,1.0
compas,19,random,3,200,1.0,1.2179443538723052,1.01,1.0
compas,19,random,4,200,1.0,1.2179443538723052,1.01,1.0
compas,19,feature_importance,0,200,1.0,1.2179443538723052,1.01,1.0
compas,29,nearest_positive,0,200,1.0,1.2496220936712839,1.0,1.0
compas,29,random,0,200,1.0,1.2496220936712839,1.0,1.0
compas,29,random,1,200,1.0,1.2496220936712839,1.0,1.0
compas,29,random,2,200,1.0,1.2496220936712839,1.0,1.0
compas,29,random,3,200,1.0,1.2496220936712839,1.0,1.0
compas,29,random,4,200,1.0,1.2496220936712839,1.0,1.0
compas,29,feature_importance,0,200,1.0,1.2496220936712839,1.0,1.0
compas,37,nearest_positive,0,200,1.0,0.9996015834076606,1.415,1.0
compas,37,random,0,200,1.0,0.9996015834076606,1.415,1.0
compas,37,random,1,200,1.0,0.9996015834076606,1.415,1.0
compas,37,random,2,200,1.0,0.9996015834076606,1.415,1.0
compas,37,random,3,200,1.0,0.9996015834076606,1.415,1.0
compas,37,random,4,200,1.0,0.9996015834076606,1.415,1.0
compas,37,feature_importance,0,200,1.0,0.9996015834076606,1.415,1.0
compas,41,nearest_positive,0,200,1.0,1.3309802158695623,1.01,1.0
compas,41,random,0,200,1.0,1.3309802158695623,1.01,1.0
compas,41,random,1,200,1.0,1.3309802158695623,1.01,1.0
compas,41,random,2,200,1.0,1.3309802158695623,1.01,1.0
compas,41,random,3,200,1.0,1.3309802158695623,1.01,1.0
compas,41,random,4,200,1.0,1.3309802158695623,1.01,1.0
compas,41,feature_importance,0,200,1.0,1.3309802158695623,1.01,1.0
compas,53,nearest_positive,0,200,1.0,0.7579535068230763,1.005,1.0
compas,53,random,0,200,1.0,0.7579535068230763,1.005,1.0
compas,53,random,1,200,1.0,0.7579535068230763,1.005,1.0
compas,53,random,2,200,1.0,0.7579535068230763,1.005,1.0
compas,53,random,3,200,1.0,0.7579535068230763,1.005,1.0
compas,53,random,4,200,1.0,0.7579535068230763,1.005,1.0
compas,53,feature_importance,0,200,1.0,0.7579535068230763,1.005,1.0
compas,61,nearest_positive,0,200,1.0,0.7172910590815752,1.58,1.0
compas,61,random,0,200,1.0,0.7172910590815752,1.58,1.0
compas,61,random,1,200,1.0,0.7172910590815752,1.58,1.0
compas,61,random,2,200,1.0,0.7172910590815752,1.58,1.0
compas,61,random,3,200,1.0,0.7172910590815752,1.58,1.0
compas,61,random,4,200,1.0,0.7172910590815752,1.58,1.0
compas,61,feature_importance,0,200,1.0,0.7172910590815752,1.58,1.0
compas,73,nearest_positive,0,200,1.0,0.7071060257931099,1.0,1.0
compas,73,random,0,200,1.0,0.7071060257931099,1.0,1.0
compas,73,random,1,200,1.0,0.7071060257931099,1.0,1.0
compas,73,random,2,200,1.0,0.7071060257931099,1.0,1.0
compas,73,random,3,200,1.0,0.7071060257931099,1.0,1.0
compas,73,random,4,200,1.0,0.7071060257931099,1.0,1.0
compas,73,feature_importance,0,200,1.0,0.7071060257931099,1.0,1.0
compas,89,nearest_positive,0,200,1.0,1.2242392076701187,1.015,1.0
compas,89,random,0,200,1.0,1.2242392076701187,1.015,1.0
compas,89,random,1,200,1.0,1.2242392076701187,1.015,1.0
compas,89,random,2,200,1.0,1.2242392076701187,1.015,1.0
compas,89,random,3,200,1.0,1.2242392076701187,1.015,1.0
compas,89,random,4,200,1.0,1.2242392076701187,1.015,1.0
compas,89,feature_importance,0,200,1.0,1.2242392076701187,1.015,1.0
synthetic_overlap,7,nearest_positive,0,179,0.664804469273743,1.340556690784702,1.134453781512605,1.0
synthetic_overlap,7,random,0,179,0.5027932960893855,1.2502558209478776,1.1444444444444444,1.0
synthetic_overlap,7,random,1,179,0.48044692737430167,1.1989942513028933,1.0930232558139534,1.0
synthetic_overlap,7,random,2,179,0.4581005586592179,1.2243056229062135,1.1341463414634145,1.0
synthetic_overlap,7,random,3,179,0.5698324022346368,1.126256228668613,1.107843137254902,1.0
synthetic_overlap,7,random,4,179,0.4581005586592179,1.357255349672931,1.1097560975609757,1.0
synthetic_overlap,7,feature_importance,0,179,0.7597765363128491,0.9410378680899063,1.2720588235294117,1.0
synthetic_overlap,13,nearest_positive,0,200,0.54,1.2243370014367276,1.0740740740740742,1.0
synthetic_overlap,13,random,0,200,0.44,1.1129866915834983,1.125,1.0
synthetic_overlap,13,random,1,200,0.4,1.1719179827973882,1.15,1.0
synthetic_overlap,13,random,2,200,0.45,1.036716992814731,1.0777777777777777,1.0
synthetic_overlap,13,random,3,200,0.445,1.1419015396202383,1.0786516853932584,1.0
synthetic_overlap,13,random,4,200,0.355,0.9707975371160011,1.0845070422535212,1.0
synthetic_overlap,13,feature_importance,0,200,0.925,1.131260503398023,1.2432432432432432,1.0
synthetic_overlap,19,nearest_positive,0,157,0.6942675159235668,1.1758347035717103,1.2293577981651376,1.0
synthetic_overlap,19,random,0,157,0.445859872611465,0.869707597170059,1.1714285714285715,1.0
synthetic_overlap,19,random,1,157,0.4394904458598726,0.9986252106298045,1.2173913043478262,1.0
synthetic_overlap,19,random,2,157,0.42038216560509556,0.7713637126765208,1.121212121212121,1.0
synthetic_overlap,19,random,3,157,0.4585987261146497,0.8241787938022573,1.0833333333333333,1.0
synthetic_overlap,19,random,4,157,0.47770700636942676,0.8818632833699876,1.2266666666666666,1.0
synthetic_overlap,19,feature_importance,0,157,1.0,0.793313868712955,1.356687898089172,1.0
synthetic_overlap,29,nearest_positive,0,200,0.595,1.2090081210828707,1.0588235294117647,1.0
synthetic_overlap,29,random,0,200,0.43,1.0511102039298694,1.0813953488372092,1.0
synthetic_overlap,29,random,1,200,0.365,0.901280821023867,1.1643835616438356,1.0
synthetic_overlap,29,random,2,200,0.41,0.9985972356508861,1.0365853658536586,1.0
synthetic_overlap,29,random,3,200,0.45,1.0394695416582218,1.1,1.0
synthetic_overlap,29,random,4,200,0.425,0.9119370060116759,1.0823529411764705,1.0
synthetic_overlap,29,feature_importance,0,200,0.825,1.061439662823237,1.284848484848485,1.0
synthetic_overlap,37,nearest_positive,0,169,0.46153846153846156,1.4599257630495306,1.1153846153846154,1.0
synthetic_overlap,37,random,0,169,0.378698224852071,1.3665830694141412,1.125,1.0
synthetic_overlap,37,random,1,169,0.2781065088757396,1.3301523168288818,1.0851063829787233,1.0
synthetic_overlap,37,random,2,169,0.40236686390532544,1.3328629606740743,1.0294117647058822,1.0
synthetic_overlap,37,random,3,169,0.3076923076923077,1.438176659763517,1.0769230769230769,1.0
synthetic_overlap,37,random,4,169,0.3668639053254438,1.2743084693152837,1.0806451612903225,1.0
synthetic_overlap,37,feature_importance,0,169,0.9171597633136095,1.6022424415455108,1.0838709677419356,1.0
synthetic_overlap,41,nearest_positive,0,146,0.726027397260274,0.9229934190333821,1.0566037735849056,1.0
synthetic_overlap,41,random,0,146,0.4383561643835616,1.1225727906051144,1.046875,1.0
synthetic_overlap,41,random,1,146,0.4863013698630137,0.8928589735734663,1.0140845070422535,1.0
synthetic_overlap,41,random,2,146,0.4794520547945205,0.8329811642350324,1.0142857142857142,1.0
synthetic_overlap,41,random,3,146,0.4931506849315068,1.1001323039455453,1.0416666666666667,1.0
synthetic_overlap,41,random,4,146,0.4315068493150685,0.9717694285771219,1.0317460317460319,1.0
synthetic_overlap,41,feature_importance,0,146,1.0,0.6721491816455119,1.0890410958904109,1.0
synthetic_overlap,53,nearest_positive,0,146,0.6917808219178082,1.0541576308377327,1.0,1.0
synthetic_overlap,53,random,0,146,0.5616438356164384,1.182048450586973,1.0121951219512195,1.0
synthetic_overlap,53,random,1,146,0.5684931506849316,1.1199698180970408,1.0,1.0
synthetic_overlap,53,random,2,146,0.5616438356164384,1.1850132303491325,1.0,1.0
synthetic_overlap,53,random,3,146,0.6095890410958904,1.152322125809674,1.0224719101123596,1.0
synthetic_overlap,53,random,4,146,0.5205479452054794,1.1118907132504732,1.0526315789473684,1.0
synthetic_overlap,53,feature_importance,0,146,0.9383561643835616,0.9528296948260396,1.0,1.0
synthetic_overlap,61,nearest_positive,0,177,0.5932203389830508,1.0168226882273428,1.0952380952380953,1.0
synthetic_overlap,61,random,0,177,0.4124293785310734,1.05378556381931,1.1095890410958904,1.0
synthetic_overlap,61,random,1,177,0.3728813559322034,1.1850704252836013,1.106060606060606,1.0
synthetic_overlap,61,random,2,177,0.4180790960451977,0.8843338704770464,1.1216216216216217,1.0
synthetic_overlap,61,random,3,177,0.4350282485875706,1.0644966140358632,1.2077922077922079,1.0
synthetic_overlap,61,random,4,177,0.3898305084745763,1.0080334304172751,1.0869565217391304,1.0
synthetic_overlap,61,feature_importance,0,177,0.8926553672316384,0.8341224373934365,1.1645569620253164,1.0
synthetic_overlap,73,nearest_positive,0,200,0.77,0.9923693415948928,1.0454545454545454,1.0
synthetic_overlap,73,random,0,200,0.545,0.9978127708204902,1.0825688073394495,1.0
synthetic_overlap,73,random,1,200,0.625,0.9238469454590128,1.056,1.0
synthetic_overlap,73,random,2,200,0.55,0.9890929406046044,1.0909090909090908,1.0
synthetic_overlap,73,random,3,200,0.575,0.9328220974829657,1.0608695652173914,1.0
synthetic_overlap,73,random,4,200,0.605,1.0329514621479066,1.0743801652892562,1.0
synthetic_overlap,73,feature_importance,0,200,1.0,0.6214179702298505,1.08,1.0
synthetic_overlap,89,nearest_positive,0,179,0.7094972067039106,1.0351656674284033,1.1023622047244095,1.0
synthetic_overlap,89,random,0,179,0.547486033519553,0.920813090384955,1.0918367346938775,1.0
synthetic_overlap,89,random,1,179,0.5810055865921788,1.1501421323766374,1.1057692307692308,1.0
synthetic_overlap,89,random,2,179,0.5139664804469274,0.9533769064927684,1.076086956521739,1.0
synthetic_overlap,89,random,3,179,0.553072625698324,1.0644239566698577,1.101010101010101,1.0
synthetic_overlap,89,random,4,179,0.5754189944134078,0.8782764226467987,1.087378640776699,1.0
synthetic_overlap,89,feature_importance,0,179,0.994413407821229,0.8622323192157704,1.1741573033707866,1.0
